"Date/Time";"Date/Time Start";"LatitudeCoord.";"LongitudeCoord.";"Altitude(m)";"LocationAccuracy(m)";"GeoAddress";"SpeedRaw(m/s)";"Speed(km/h)";"SpeedMinTierPref(km/h)";"GForce(m/s2)";"EmergenceBraking";"Acceleration(m/s2)";"AccelerationXYZ";"IsAccelerating";"EulerAngleRotatePhone";"LightLevel(Lux)";"Illuminance";"AudioLevelPref";"LeftHeadAnglePref";"RightHeadAnglePref";"IsHeadRotatedYaw";"HeadAngleYawRaw";"CalibratedHeadAngleYaw";"CalibratedHeadAngleYawPref";"HeadAnglePitchPref";"IsHeadRotatedPitch";"HeadAnglePitchRaw";"CalibratedHeadAnglePitch";"CalibratedHeadAnglePitchPref";"PERCLOSPref";"LeftEyeOpennessPercentagePref";"RightEyeOpennessPercentagePref";"LeftEyeOpennessProbability";"RightEyeOpennessProbability";"IntervalBetweenDetectDangersBetween(ms)";"PeriodInDetectDanger(ms)";"CoffeeCupDialogTimeout(sec)";"Setting PictureContrast(0-10)";"Setting PictureBrightness(-255,255)";"Setting PictureSize(px)";"DriverGender";"DriverExperience";"DriverBdate"
"26/06/18 23:55:41:392";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,0";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"57.203086853027344,18.0678768157959,-4.253375053405762";"8,0";"Bright";"3";"15,0";"15,0";"false";"-13,76";"-9,88";"-3,88";"15,0";"false";"1,64";"5,57";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:41:394";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,97";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"57.203086853027344,18.0678768157959,-4.253375053405762";"8,0";"Bright";"3";"15,0";"15,0";"false";"-13,76";"-9,88";"-3,88";"15,0";"false";"1,64";"5,57";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:41:592";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,98";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"55.80148696899414,17.810781478881836,-4.3613433837890625";"8,0";"Bright";"3";"15,0";"15,0";"false";"-0,13";"3,75";"-3,88";"15,0";"false";"4,98";"8,91";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:41:768";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,98";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"54.032352447509766,18.123916625976562,-4.211392402648926";"8,0";"Bright";"3";"15,0";"15,0";"false";"-2,78";"1,1";"-3,88";"15,0";"false";"5,08";"9,01";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:41:957";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,0";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"53.24860382080078,18.37263298034668,-4.235513210296631";"8,0";"Bright";"3";"15,0";"15,0";"false";"-1,16";"2,72";"-3,88";"15,0";"false";"4,62";"8,55";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:42:163";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,98";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"52.846370697021484,18.37700080871582,-4.37719202041626";"8,0";"Bright";"3";"15,0";"15,0";"false";"-3,25";"0,63";"-3,88";"15,0";"false";"5,72";"9,65";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:42:343";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,0";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"50.325836181640625,18.60765266418457,-4.503810405731201";"7,0";"Bright";"3";"15,0";"15,0";"false";"-5,16";"-1,28";"-3,88";"15,0";"false";"6,44";"10,37";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:42:528";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,98";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"50.025054931640625,18.49029541015625,-4.377331733703613";"7,0";"Bright";"3";"15,0";"15,0";"false";"-4,1";"-0,22";"-3,88";"15,0";"false";"4,61";"8,54";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:42:726";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"49.08815383911133,18.50790786743164,-4.334191799163818";"7,0";"Bright";"3";"15,0";"15,0";"false";"-4,41";"-0,53";"-3,88";"15,0";"false";"5,76";"9,69";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:42:911";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"47.64301300048828,18.723665237426758,-4.269021034240723";"7,0";"Bright";"3";"15,0";"15,0";"false";"-4,25";"-0,37";"-3,88";"15,0";"false";"4,71";"8,64";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:43:108";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"46.05649185180664,19.357633590698242,-4.238811016082764";"7,0";"Bright";"3";"15,0";"15,0";"false";"-4,32";"-0,44";"-3,88";"15,0";"false";"4,95";"8,88";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:43:311";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"43.4743537902832,19.97517967224121,-4.238932132720947";"7,0";"Bright";"3";"15,0";"15,0";"false";"-2,52";"1,36";"-3,88";"15,0";"false";"3,32";"7,25";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:43:497";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"43.77589797973633,20.541004180908203,-4.315889358520508";"7,0";"Bright";"3";"15,0";"15,0";"false";"-2,4";"1,48";"-3,88";"15,0";"false";"1,1";"5,03";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:43:685";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,0";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"44.486759185791016,20.74322509765625,-4.487964630126953";"7,0";"Bright";"3";"15,0";"15,0";"false";"-2,21";"1,67";"-3,88";"15,0";"false";"2,51";"6,44";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:43:902";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"44.564517974853516,20.8758544921875,-4.687507152557373";"7,0";"Bright";"3";"15,0";"15,0";"false";"-2,58";"1,3";"-3,88";"15,0";"false";"2,29";"6,22";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:44:098";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,0";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"45.498023986816406,21.015710830688477,-4.8251118659973145";"7,0";"Bright";"3";"15,0";"15,0";"false";"-3,16";"0,72";"-3,88";"15,0";"false";"2,52";"6,45";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:44:276";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,0";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"45.63337326049805,21.32179069519043,-4.897431373596191";"7,0";"Bright";"3";"15,0";"15,0";"false";"-2,27";"1,61";"-3,88";"15,0";"false";"2,24";"6,17";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:44:458";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"46.80979919433594,21.594335556030273,-5.040426254272461";"7,0";"Bright";"3";"15,0";"15,0";"false";"-2,56";"1,32";"-3,88";"15,0";"false";"2,08";"6,01";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:44:656";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"47.51826095581055,21.665786743164062,-5.075021266937256";"7,0";"Bright";"3";"15,0";"15,0";"false";"-1,97";"1,91";"-3,88";"15,0";"false";"2,58";"6,51";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:44:858";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"48.017234802246094,21.75116539001465,-5.100654125213623";"7,0";"Bright";"3";"15,0";"15,0";"false";"-1,79";"2,09";"-3,88";"15,0";"false";"1,65";"5,58";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:45:041";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"48.25363540649414,21.810453414916992,-5.128726959228516";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,52";"3,36";"-3,88";"15,0";"false";"1,63";"5,56";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:45:217";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,01";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"48.25363540649414,21.810453414916992,-5.128726959228516";"7,0";"Bright";"3";"15,0";"15,0";"false";"-2,03";"1,85";"-3,88";"15,0";"false";"1,41";"5,34";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:45:398";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,02";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"49.329166412353516,21.908916473388672,-5.3068437576293945";"7,0";"Bright";"3";"15,0";"15,0";"false";"-1,36";"2,52";"-3,88";"15,0";"false";"0,82";"4,75";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:45:593";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,97";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"55.271087646484375,21.04629135131836,-5.357975006103516";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,11";"3,77";"-3,88";"15,0";"false";"2,36";"6,29";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:45:786";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,93";"";"1,46";"-1.4208325,0.28772545,0.15281415";"True";"56.62554931640625,17.36231231689453,-5.695574760437012";"7,0";"Bright";"3";"15,0";"15,0";"false";"0,02";"3,9";"-3,88";"15,0";"false";"7,25";"11,18";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:45:958";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,85";"0.53571486,-0.63108253,0.17710996";"True";"55.82378387451172,15.721555709838867,-5.003312587738037";"7,0";"Bright";"3";"15,0";"15,0";"false";"2,72";"6,6";"-3,88";"15,0";"false";"7,75";"11,68";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:46:151";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,98";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"52.86903381347656,16.15181541442871,-4.2359466552734375";"7,0";"Bright";"3";"15,0";"15,0";"false";"1,69";"5,57";"-3,88";"15,0";"false";"10,67";"14,6";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:46:326";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,98";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"52.59947967529297,16.135475158691406,-4.261563777923584";"7,0";"Bright";"3";"15,0";"15,0";"false";"0,64";"4,52";"-3,88";"15,0";"false";"8,69";"12,62";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:46:505";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"51.63154983520508,16.224748611450195,-4.370649814605713";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,8";"3,08";"-3,88";"15,0";"false";"9,0";"12,93";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:46:694";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"50.93619155883789,16.191383361816406,-4.582535743713379";"7,0";"Bright";"3";"15,0";"15,0";"false";"2,81";"6,69";"-3,88";"15,0";"false";"8,75";"12,68";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:46:894";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"48.713134765625,16.492290496826172,-4.733040809631348";"7,0";"Bright";"3";"15,0";"15,0";"false";"2,42";"6,3";"-3,88";"15,0";"false";"10,04";"13,97";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:47:075";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"44.8149299621582,16.254619598388672,-4.921451568603516";"7,0";"Bright";"3";"15,0";"15,0";"false";"1,45";"5,33";"-3,88";"15,0";"false";"8,82";"12,75";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:47:275";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"43.421817779541016,16.199874877929688,-5.030102729797363";"7,0";"Bright";"3";"15,0";"15,0";"false";"1,13";"5,01";"-3,88";"15,0";"false";"8,61";"12,54";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:47:448";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,98";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"42.065467834472656,15.901069641113281,-5.073309421539307";"7,0";"Bright";"3";"15,0";"15,0";"false";"0,81";"4,69";"-3,88";"15,0";"false";"8,53";"12,46";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:47:631";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"40.665164947509766,15.868497848510742,-5.20372200012207";"7,0";"Bright";"3";"15,0";"15,0";"false";"1,28";"5,16";"-3,88";"15,0";"false";"9,73";"13,66";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:47:830";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,0";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"40.371559143066406,15.785266876220703,-5.235917091369629";"7,0";"Bright";"3";"15,0";"15,0";"false";"2,95";"6,83";"-3,88";"15,0";"false";"8,33";"12,26";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:48:026";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,98";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"39.6033821105957,15.6300630569458,-5.2719407081604";"7,0";"Bright";"3";"15,0";"15,0";"false";"2,46";"6,34";"-3,88";"15,0";"false";"7,18";"11,11";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:48:216";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"38.80994415283203,15.620041847229004,-5.3322367668151855";"7,0";"Bright";"3";"15,0";"15,0";"false";"2,16";"6,04";"-3,88";"15,0";"false";"8,07";"12,0";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:48:415";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"38.12351989746094,15.643354415893555,-5.286121368408203";"7,0";"Bright";"3";"15,0";"15,0";"false";"3,1";"6,98";"-3,88";"15,0";"false";"8,48";"12,41";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:48:604";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"37.7182731628418,15.61632251739502,-5.301028251647949";"7,0";"Bright";"3";"15,0";"15,0";"false";"2,11";"5,99";"-3,88";"15,0";"false";"7,88";"11,81";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:48:781";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"37.6497917175293,15.745153427124023,-5.229755878448486";"7,0";"Bright";"3";"15,0";"15,0";"false";"0,75";"4,63";"-3,88";"15,0";"false";"8,46";"12,39";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:48:977";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"37.740257263183594,15.634714126586914,-5.15740966796875";"7,0";"Bright";"3";"15,0";"15,0";"false";"2,68";"6,56";"-3,88";"15,0";"false";"7,83";"11,76";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:49:160";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"37.740257263183594,15.634714126586914,-5.15740966796875";"7,0";"Bright";"3";"15,0";"15,0";"false";"0,55";"4,43";"-3,88";"15,0";"false";"9,89";"13,82";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:49:340";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,98";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"36.870479583740234,15.603893280029297,-5.120689392089844";"7,0";"Bright";"3";"15,0";"15,0";"false";"1,2";"5,08";"-3,88";"15,0";"true";"11,49";"15,42";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:49:530";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"36.608192443847656,15.603669166564941,-5.037050247192383";"7,0";"Bright";"3";"15,0";"15,0";"false";"0,49";"4,37";"-3,88";"15,0";"false";"10,4";"14,33";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:49:713";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"37.661537170410156,15.606169700622559,-5.0241379737854";"7,0";"Bright";"3";"15,0";"15,0";"false";"0,4";"4,28";"-3,88";"15,0";"false";"11,02";"14,95";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:49:909";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"37.337223052978516,15.610916137695312,-5.214150905609131";"7,0";"Bright";"3";"15,0";"15,0";"false";"1,03";"4,91";"-3,88";"15,0";"false";"10,62";"14,55";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:50:113";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"37.224029541015625,15.450801849365234,-5.26242733001709";"7,0";"Bright";"3";"15,0";"15,0";"false";"2,49";"6,37";"-3,88";"15,0";"false";"9,23";"13,16";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:50:314";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"37.49641036987305,15.675107955932617,-5.419122219085693";"7,0";"Bright";"3";"15,0";"15,0";"false";"2,0";"5,88";"-3,88";"15,0";"false";"8,83";"12,76";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:50:513";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"37.828311920166016,15.326828002929688,-5.53391695022583";"7,0";"Bright";"3";"15,0";"15,0";"false";"0,48";"4,36";"-3,88";"15,0";"false";"9,1";"13,03";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:50:701";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"37.56017303466797,15.286154747009277,-5.488029956817627";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,61";"3,27";"-3,88";"15,0";"false";"-0,34";"3,59";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
