"Date/Time";"Date/Time Start";"LatitudeCoord.";"LongitudeCoord.";"Altitude(m)";"LocationAccuracy(m)";"GeoAddress";"SpeedRaw(m/s)";"Speed(km/h)";"SpeedMinTierPref(km/h)";"GForce(m/s2)";"EmergenceBraking";"Acceleration(m/s2)";"AccelerationXYZ";"IsAccelerating";"EulerAngleRotatePhone";"LightLevel(Lux)";"Illuminance";"AudioLevelPref";"LeftHeadAnglePref";"RightHeadAnglePref";"IsHeadRotatedYaw";"HeadAngleYawRaw";"CalibratedHeadAngleYaw";"CalibratedHeadAngleYawPref";"HeadAnglePitchPref";"IsHeadRotatedPitch";"HeadAnglePitchRaw";"CalibratedHeadAnglePitch";"CalibratedHeadAnglePitchPref";"PERCLOSPref";"LeftEyeOpennessPercentagePref";"RightEyeOpennessPercentagePref";"LeftEyeOpennessProbability";"RightEyeOpennessProbability";"IntervalBetweenDetectDangersBetween(ms)";"PeriodInDetectDanger(ms)";"CoffeeCupDialogTimeout(sec)";"Setting PictureContrast(0-10)";"Setting PictureBrightness(-255,255)";"Setting PictureSize(px)";"DriverGender";"DriverExperience";"DriverBdate"
"27/06/18 18:14:16:186";"27/06/18 18:01:08:414";"59,97052935";"30,3488045";"18,0";"13,653";"Sorry, the service is not available";"3,0";"10,799999";"0,0";"1,1";"";"1,5";"0.019626617,-0.10486305,1.4988558";"True";"3.6180202960968018,-3.308777332305908,-90.6303482055664";"1494,0";"Bright";"3";"15,0";"15,0";"false";"16,51";"0,5";"16,01";"15,0";"false";"0,97";"-5,6";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:16:381";"27/06/18 18:01:08:414";"59,97052935";"30,3488045";"18,0";"13,653";"Sorry, the service is not available";"3,0";"10,799999";"0,0";"1,08";"";"1,5";"0.019626617,-0.10486305,1.4988558";"True";"3.472440719604492,-3.0994839668273926,-90.70992279052734";"1494,0";"Bright";"3";"15,0";"15,0";"false";"17,05";"1,04";"16,01";"15,0";"false";"0,61";"-5,96";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:17:026";"27/06/18 18:01:08:414";"59,97055502";"30,34878833";"18,0";"13,653";"Sorry, the service is not available";"3,07";"11,051999";"0,0";"1,1";"";"1,34";"-0.15856647,-0.5152713,-1.2311499";"True";"3.680748462677002,-2.22210693359375,-90.43683624267578";"1499,0";"Bright";"3";"15,0";"15,0";"false";"16,6";"0,59";"16,01";"15,0";"false";"0,64";"-5,93";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:17:250";"27/06/18 18:01:08:414";"59,97055502";"30,34878833";"18,0";"13,653";"Sorry, the service is not available";"3,07";"11,051999";"0,0";"1,09";"";"1,34";"-0.15856647,-0.5152713,-1.2311499";"True";"4.02388858795166,-1.6314198970794678,-90.26190185546875";"1491,0";"Bright";"3";"15,0";"15,0";"false";"15,33";"-0,68";"16,01";"15,0";"false";"1,2";"-5,37";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:17:453";"27/06/18 18:01:08:414";"59,97058185";"30,34877278";"19,0";"13,653";"Sorry, the service is not available";"2,64";"9,504";"0,0";"1,12";"";"1,34";"-0.15856647,-0.5152713,-1.2311499";"True";"4.29914665222168,-1.3145921230316162,-90.2347640991211";"1491,0";"Bright";"3";"15,0";"15,0";"false";"16,38";"0,37";"16,01";"15,0";"false";"0,63";"-5,94";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:17:653";"27/06/18 18:01:08:414";"59,97058185";"30,34877278";"19,0";"13,653";"Sorry, the service is not available";"2,64";"9,504";"0,0";"1,13";"";"1,34";"-0.15856647,-0.5152713,-1.2311499";"True";"4.664627552032471,-1.0255051851272583,-90.16740417480469";"1491,0";"Bright";"3";"15,0";"15,0";"false";"14,97";"-1,04";"16,01";"15,0";"false";"4,04";"-2,53";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:17:848";"27/06/18 18:01:08:414";"59,97058185";"30,34877278";"19,0";"13,653";"Sorry, the service is not available";"2,64";"9,504";"0,0";"1,12";"";"1,34";"-0.15856647,-0.5152713,-1.2311499";"True";"4.966653347015381,-0.8507142663002014,-90.16413879394531";"1483,0";"Bright";"3";"15,0";"15,0";"false";"15,84";"-0,17";"16,01";"15,0";"false";"5,98";"-0,59";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:18:092";"27/06/18 18:01:08:414";"59,97058185";"30,34877278";"19,0";"13,653";"Sorry, the service is not available";"2,64";"9,504";"0,0";"1,05";"";"1,34";"-0.15856647,-0.5152713,-1.2311499";"True";"5.110838413238525,-0.9098125696182251,-90.19025421142578";"1483,0";"Bright";"3";"15,0";"15,0";"false";"15,48";"-0,53";"16,01";"15,0";"false";"3,38";"-3,19";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:18:696";"27/06/18 18:01:08:414";"59,97059481";"30,34877711";"19,0";"13,653";"Sorry, the service is not available";"1,22";"4,392";"0,0";"1,08";"";"1,34";"-0.15856647,-0.5152713,-1.2311499";"True";"5.58900785446167,-1.1123661994934082,-90.27972412109375";"1451,0";"Bright";"3";"15,0";"15,0";"false";"9,2";"-6,81";"16,01";"15,0";"false";"4,51";"-2,06";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:18:891";"27/06/18 18:01:08:414";"59,97059481";"30,34877711";"19,0";"13,653";"Sorry, the service is not available";"1,22";"4,392";"0,0";"1,08";"";"1,34";"-0.15856647,-0.5152713,-1.2311499";"True";"5.592429161071777,-1.2239843606948853,-90.32109832763672";"1451,0";"Bright";"3";"15,0";"15,0";"false";"10,72";"-5,29";"16,01";"15,0";"false";"6,97";"0,4";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:19:086";"27/06/18 18:01:08:414";"59,97059481";"30,34877711";"19,0";"13,653";"Sorry, the service is not available";"1,22";"4,392";"0,0";"1,09";"";"1,28";"-0.018158913,0.24951288,1.2560931";"True";"5.735588073730469,-1.8409059047698975,-90.58999633789062";"1440,0";"Bright";"3";"15,0";"15,0";"false";"14,8";"-1,21";"16,01";"15,0";"false";"4,33";"-2,24";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:19:291";"27/06/18 18:01:08:414";"59,97059481";"30,34877711";"19,0";"13,653";"Sorry, the service is not available";"1,22";"4,392";"0,0";"1,11";"";"1,28";"-0.018158913,0.24951288,1.2560931";"True";"5.71876859664917,-1.9007701873779297,-90.66740417480469";"1440,0";"Bright";"3";"15,0";"15,0";"false";"13,14";"-2,87";"16,01";"15,0";"false";"9,53";"2,96";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:19:495";"27/06/18 18:01:08:414";"59,97060445";"30,34877414";"19,0";"13,653";"Sorry, the service is not available";"1,09";"3,924";"0,0";"1,1";"";"1,28";"-0.018158913,0.24951288,1.2560931";"True";"5.768199920654297,-1.9679697751998901,-90.68611907958984";"1440,0";"Bright";"3";"15,0";"15,0";"false";"14,5";"-1,51";"16,01";"15,0";"false";"3,88";"-2,69";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:19:693";"27/06/18 18:01:08:414";"59,97060445";"30,34877414";"19,0";"13,653";"Sorry, the service is not available";"1,09";"3,924";"0,0";"1,11";"";"1,28";"-0.018158913,0.24951288,1.2560931";"True";"5.668868541717529,-2.506047487258911,-90.79830169677734";"1448,0";"Bright";"3";"15,0";"15,0";"false";"14,24";"-1,77";"16,01";"15,0";"false";"7,02";"0,45";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:19:903";"27/06/18 18:01:08:414";"59,97060445";"30,34877414";"19,0";"13,653";"Sorry, the service is not available";"1,09";"3,924";"0,0";"1,09";"";"1,28";"-0.018158913,0.24951288,1.2560931";"True";"5.475329875946045,-2.7316999435424805,-91.06777954101562";"1448,0";"Bright";"3";"15,0";"15,0";"false";"15,91";"-0,1";"16,01";"15,0";"false";"4,41";"-2,16";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:20:096";"27/06/18 18:01:08:414";"59,97060445";"30,34877414";"19,0";"13,653";"Sorry, the service is not available";"1,09";"3,924";"0,0";"1,07";"";"1,28";"-0.018158913,0.24951288,1.2560931";"True";"5.3965163230896,-3.2137179374694824,-91.14385986328125";"1448,0";"Bright";"3";"15,0";"15,0";"false";"15,05";"-0,96";"16,01";"15,0";"false";"4,7";"-1,87";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:20:295";"27/06/18 18:01:08:414";"59,97060445";"30,34877414";"19,0";"13,653";"Sorry, the service is not available";"1,09";"3,924";"0,0";"1,11";"";"1,28";"-0.018158913,0.24951288,1.2560931";"True";"5.403090476989746,-3.310241460800171,-91.18896484375";"1447,0";"Bright";"3";"15,0";"15,0";"false";"13,16";"-2,85";"16,01";"15,0";"false";"4,56";"-2,01";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:20:485";"27/06/18 18:01:08:414";"59,97061103";"30,34876248";"19,0";"13,653";"Sorry, the service is not available";"1,41";"5,0759997";"0,0";"1,08";"";"1,28";"-0.018158913,0.24951288,1.2560931";"True";"5.39034366607666,-3.4702932834625244,-91.2213134765625";"1447,0";"Bright";"3";"15,0";"15,0";"false";"14,09";"-1,92";"16,01";"15,0";"false";"4,02";"-2,55";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:20:681";"27/06/18 18:01:08:414";"59,97061103";"30,34876248";"19,0";"13,653";"Sorry, the service is not available";"1,41";"5,0759997";"0,0";"1,05";"";"1,28";"-0.018158913,0.24951288,1.2560931";"True";"5.36845588684082,-3.672607183456421,-91.2887191772461";"1447,0";"Bright";"3";"15,0";"15,0";"false";"11,02";"-4,99";"16,01";"15,0";"false";"4,93";"-1,64";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:20:878";"27/06/18 18:01:08:414";"59,97061103";"30,34876248";"19,0";"13,653";"Sorry, the service is not available";"1,41";"5,0759997";"0,0";"1,11";"";"1,28";"-0.018158913,0.24951288,1.2560931";"True";"5.225277423858643,-3.9755146503448486,-91.41827392578125";"1441,0";"Bright";"3";"15,0";"15,0";"false";"14,17";"-1,84";"16,01";"15,0";"false";"3,98";"-2,59";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:21:333";"27/06/18 18:01:08:414";"59,97061103";"30,34876248";"19,0";"13,653";"Sorry, the service is not available";"1,41";"5,0759997";"0,0";"1,09";"";"1,28";"-0.018158913,0.24951288,1.2560931";"True";"5.256421089172363,-4.375799179077148,-91.52362060546875";"1441,0";"Bright";"3";"15,0";"15,0";"false";"14,12";"-1,89";"16,01";"15,0";"false";"3,19";"-3,38";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:21:533";"27/06/18 18:01:08:414";"59,97063572";"30,34875279";"19,0";"13,653";"Sorry, the service is not available";"2,05";"7,3799996";"0,0";"1,1";"";"1,28";"-0.018158913,0.24951288,1.2560931";"True";"5.102879524230957,-4.520608425140381,-91.5871810913086";"1351,0";"Bright";"3";"15,0";"15,0";"false";"15,72";"-0,29";"16,01";"15,0";"false";"2,27";"-4,3";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:21:737";"27/06/18 18:01:08:414";"59,97063572";"30,34875279";"19,0";"13,653";"Sorry, the service is not available";"2,05";"7,3799996";"0,0";"1,09";"";"1,28";"-0.018158913,0.24951288,1.2560931";"True";"5.179332733154297,-4.671634674072266,-91.60535430908203";"1351,0";"Bright";"3";"15,0";"15,0";"false";"14,68";"-1,33";"16,01";"15,0";"false";"6,04";"-0,53";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:21:940";"27/06/18 18:01:08:414";"59,97063572";"30,34875279";"19,0";"13,653";"Sorry, the service is not available";"2,05";"7,3799996";"0,0";"1,1";"";"1,28";"-0.018158913,0.24951288,1.2560931";"True";"5.15609884262085,-4.777397632598877,-91.66769409179688";"1351,0";"Bright";"3";"15,0";"15,0";"false";"13,43";"-2,58";"16,01";"15,0";"false";"3,53";"-3,04";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:22:145";"27/06/18 18:01:08:414";"59,97063572";"30,34875279";"19,0";"13,653";"Sorry, the service is not available";"2,05";"7,3799996";"0,0";"1,09";"";"1,28";"-0.018158913,0.24951288,1.2560931";"True";"5.063625812530518,-4.815331935882568,-91.73541259765625";"1359,0";"Bright";"3";"15,0";"15,0";"false";"13,96";"-2,05";"16,01";"15,0";"false";"6,08";"-0,49";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:23:606";"27/06/18 18:01:08:414";"59,97069243";"30,34872237";"18,0";"13,653";"Sorry, the service is not available";"3,42";"12,312";"0,0";"1,07";"";"0,93";"-0.008412361,-0.270062,-0.8853504";"True";"4.710000514984131,-4.451404571533203,-92.04435729980469";"1446,0";"Bright";"3";"15,0";"15,0";"false";"15,58";"-0,43";"16,01";"15,0";"false";"3,71";"-2,86";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:23:797";"27/06/18 18:01:08:414";"59,97069243";"30,34872237";"18,0";"13,653";"Sorry, the service is not available";"3,42";"12,312";"0,0";"1,01";"";"0,93";"-0.008412361,-0.270062,-0.8853504";"True";"4.543424129486084,-4.492761135101318,-92.09013366699219";"1446,0";"Bright";"3";"15,0";"15,0";"false";"17,36";"1,35";"16,01";"15,0";"false";"2,35";"-4,22";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:23:986";"27/06/18 18:01:08:414";"59,97069243";"30,34872237";"18,0";"13,653";"Sorry, the service is not available";"3,42";"12,312";"0,0";"1,11";"";"0,93";"-0.008412361,-0.270062,-0.8853504";"True";"4.696294784545898,-4.586523056030273,-92.08269500732422";"1461,0";"Bright";"3";"15,0";"15,0";"false";"17,39";"1,38";"16,01";"15,0";"false";"2,32";"-4,25";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:24:180";"27/06/18 18:01:08:414";"59,97069243";"30,34872237";"18,0";"13,653";"Sorry, the service is not available";"3,42";"12,312";"0,0";"1,13";"";"0,93";"-0.008412361,-0.270062,-0.8853504";"True";"4.3427414894104,-4.707569122314453,-92.14362335205078";"1461,0";"Bright";"3";"15,0";"15,0";"false";"17,37";"1,36";"16,01";"15,0";"false";"3,77";"-2,8";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:24:371";"27/06/18 18:01:08:414";"59,97069243";"30,34872237";"18,0";"13,653";"Sorry, the service is not available";"3,42";"12,312";"0,0";"1,05";"";"0,93";"-0.008412361,-0.270062,-0.8853504";"True";"4.3245673179626465,-4.79332971572876,-92.19910430908203";"1461,0";"Bright";"3";"15,0";"15,0";"false";"18,0";"1,99";"16,01";"15,0";"false";"2,14";"-4,43";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:24:566";"27/06/18 18:01:08:414";"59,97073243";"30,34869286";"18,0";"13,653";"Sorry, the service is not available";"4,0";"14,4";"0,0";"1,1";"";"0,93";"-0.008412361,-0.270062,-0.8853504";"True";"4.446999549865723,-4.9763336181640625,-92.15281677246094";"1587,0";"Bright";"3";"15,0";"15,0";"false";"20,82";"4,81";"16,01";"15,0";"false";"6,45";"-0,12";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:25:766";"27/06/18 18:01:08:414";"59,9707832";"30,34869742";"19,0";"13,653";"Sorry, the service is not available";"5,06";"18,216";"0,0";"1,16";"";"0,93";"-0.008412361,-0.270062,-0.8853504";"True";"4.382473468780518,-4.809104919433594,-92.02367401123047";"1873,0";"Bright";"3";"15,0";"15,0";"false";"21,33";"5,32";"16,01";"15,0";"false";"7,52";"0,95";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:25:767";"27/06/18 18:01:08:414";"59,9707832";"30,34869742";"19,0";"13,653";"Sorry, the service is not available";"5,06";"18,216";"0,0";"1,16";"";"0,93";"-0.008412361,-0.270062,-0.8853504";"True";"4.382473468780518,-4.809104919433594,-92.02367401123047";"1873,0";"Bright";"3";"15,0";"15,0";"false";"21,33";"5,32";"16,01";"15,0";"false";"7,52";"0,95";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:25:966";"27/06/18 18:01:08:414";"59,9707832";"30,34869742";"19,0";"13,653";"Sorry, the service is not available";"5,06";"18,216";"0,0";"1,14";"";"0,93";"-0.008412361,-0.270062,-0.8853504";"True";"4.356224060058594,-4.674461364746094,-91.97472381591797";"1873,0";"Bright";"3";"15,0";"15,0";"false";"21,87";"5,86";"16,01";"15,0";"false";"7,68";"1,11";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:26:178";"27/06/18 18:01:08:414";"59,9707832";"30,34869742";"19,0";"13,653";"Sorry, the service is not available";"5,06";"18,216";"0,0";"1,06";"";"0,68";"-0.0031223297,-0.043917,-0.6744258";"True";"4.276589870452881,-4.5653977394104,-91.81983184814453";"1873,0";"Bright";"3";"15,0";"15,0";"false";"21,58";"5,57";"16,01";"15,0";"false";"5,13";"-1,44";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:26:381";"27/06/18 18:01:08:414";"59,9707832";"30,34869742";"19,0";"13,653";"Sorry, the service is not available";"5,06";"18,216";"0,0";"1,12";"";"0,68";"-0.0031223297,-0.043917,-0.6744258";"True";"4.207117080688477,-4.470957279205322,-91.69407653808594";"1750,0";"Bright";"3";"15,0";"15,0";"false";"20,08";"4,07";"16,01";"15,0";"false";"5,18";"-1,39";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:26:590";"27/06/18 18:01:08:414";"59,97082837";"30,34868277";"19,0";"13,653";"Sorry, the service is not available";"5,15";"18,539999";"0,0";"1,08";"";"0,68";"-0.0031223297,-0.043917,-0.6744258";"True";"4.308825969696045,-4.421213626861572,-91.63163757324219";"1750,0";"Bright";"3";"15,0";"15,0";"false";"20,29";"4,28";"16,01";"15,0";"false";"4,29";"-2,28";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:26:789";"27/06/18 18:01:08:414";"59,97082837";"30,34868277";"19,0";"13,653";"Sorry, the service is not available";"5,15";"18,539999";"0,0";"1,05";"";"0,68";"-0.0031223297,-0.043917,-0.6744258";"True";"4.3822455406188965,-4.359581470489502,-91.54305267333984";"1750,0";"Bright";"3";"15,0";"15,0";"false";"19,56";"3,55";"16,01";"15,0";"false";"5,67";"-0,9";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:26:986";"27/06/18 18:01:08:414";"59,97082837";"30,34868277";"19,0";"13,653";"Sorry, the service is not available";"5,15";"18,539999";"0,0";"1,07";"";"0,68";"-0.0031223297,-0.043917,-0.6744258";"True";"4.484347820281982,-3.896381378173828,-91.18505096435547";"1592,0";"Bright";"3";"15,0";"15,0";"false";"19,65";"3,64";"16,01";"15,0";"false";"5,27";"-1,3";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:27:181";"27/06/18 18:01:08:414";"59,97082837";"30,34868277";"19,0";"13,653";"Sorry, the service is not available";"5,15";"18,539999";"0,0";"1,07";"";"0,68";"-0.0031223297,-0.043917,-0.6744258";"True";"4.371503829956055,-3.3259189128875732,-91.0661392211914";"1592,0";"Bright";"3";"15,0";"15,0";"false";"18,4";"2,39";"16,01";"15,0";"false";"9,01";"2,44";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:27:386";"27/06/18 18:01:08:414";"59,97082837";"30,34868277";"19,0";"13,653";"Sorry, the service is not available";"5,15";"18,539999";"0,0";"1,09";"";"0,68";"-0.0031223297,-0.043917,-0.6744258";"True";"4.293552398681641,-2.9212021827697754,-90.81098937988281";"1592,0";"Bright";"3";"15,0";"15,0";"false";"19,39";"3,38";"16,01";"15,0";"false";"4,44";"-2,13";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:27:599";"27/06/18 18:01:08:414";"59,97088245";"30,34864516";"20,0";"13,653";"Sorry, the service is not available";"5,73";"20,628";"0,0";"1,05";"";"0,68";"-0.0031223297,-0.043917,-0.6744258";"True";"4.2117204666137695,-2.590507745742798,-90.72465515136719";"1511,0";"Bright";"3";"15,0";"15,0";"false";"19,96";"3,95";"16,01";"15,0";"false";"4,86";"-1,71";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:27:794";"27/06/18 18:01:08:414";"59,97088245";"30,34864516";"20,0";"13,653";"Sorry, the service is not available";"5,73";"20,628";"0,0";"1,05";"";"0,68";"-0.0031223297,-0.043917,-0.6744258";"True";"4.129730701446533,-2.3515429496765137,-90.64747619628906";"1511,0";"Bright";"3";"15,0";"15,0";"false";"20,03";"4,02";"16,01";"15,0";"false";"3,34";"-3,23";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:27:983";"27/06/18 18:01:08:414";"59,97088245";"30,34864516";"20,0";"13,653";"Sorry, the service is not available";"5,73";"20,628";"0,0";"1,03";"";"0,68";"-0.0031223297,-0.043917,-0.6744258";"True";"4.180092811584473,-2.1989078521728516,-90.4964828491211";"1511,0";"Bright";"3";"15,0";"15,0";"false";"19,94";"3,93";"16,01";"15,0";"false";"2,52";"-4,05";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:28:183";"27/06/18 18:01:08:414";"59,97088245";"30,34864516";"20,0";"13,653";"Sorry, the service is not available";"5,73";"20,628";"0,0";"1,08";"";"0,68";"-0.0031223297,-0.043917,-0.6744258";"True";"4.28244686126709,-2.053170919418335,-90.56301879882812";"1497,0";"Bright";"3";"15,0";"15,0";"false";"21,22";"5,21";"16,01";"15,0";"false";"0,63";"-5,94";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:28:378";"27/06/18 18:01:08:414";"59,97088245";"30,34864516";"20,0";"13,653";"Sorry, the service is not available";"5,73";"20,628";"0,0";"1,11";"";"0,68";"-0.0031223297,-0.043917,-0.6744258";"True";"4.1013641357421875,-1.9835211038589478,-90.43745422363281";"1497,0";"Bright";"3";"15,0";"15,0";"false";"20,24";"4,23";"16,01";"15,0";"false";"6,61";"0,04";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:28:575";"27/06/18 18:01:08:414";"59,97092986";"30,34862112";"20,0";"13,653";"Sorry, the service is not available";"5,58";"20,088";"0,0";"1,09";"";"0,68";"-0.0031223297,-0.043917,-0.6744258";"True";"4.076186180114746,-1.9661074876785278,-90.3719711303711";"1497,0";"Bright";"3";"15,0";"15,0";"false";"16,92";"0,91";"16,01";"15,0";"false";"2,98";"-3,59";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:14:28:776";"27/06/18 18:01:08:414";"59,97092986";"30,34862112";"20,0";"13,653";"Sorry, the service is not available";"5,58";"20,088";"0,0";"1,08";"";"0,68";"-0.0031223297,-0.043917,-0.6744258";"True";"4.030279159545898,-1.6942191123962402,-90.43897247314453";"1496,0";"Bright";"3";"15,0";"15,0";"false";"17,68";"1,67";"16,01";"15,0";"false";"4,19";"-2,38";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
